"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"2853","Cuautitlán de García Barragán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2854","Cuautla",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2855","Cuquío",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2856","Degollado",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2857","Ejutla",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2858","El Arenal",2018,"Violación",0,0,0,1,0,0,0,0,0,1,0,0,2
"2859","El Grullo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2860","El Limón",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2861","El Salto",2018,"Violación",1,1,1,0,1,0,0,0,1,0,0,2,7
"2862","Encarnación de Díaz",2018,"Violación",0,0,0,1,0,1,0,0,0,0,0,0,2
"2863","Etzatlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,1,1
"2864","Guachinango",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2865","Guadalajara",2018,"Violación",11,8,12,12,5,9,7,3,7,5,9,7,95
"2866","Gómez Farías",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2867","Hostotipaquillo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2868","Huejuquilla el Alto",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2869","Huejúcar",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2870","Ixtlahuacán de los Membrillos",2018,"Violación",0,0,0,0,0,0,1,0,2,0,0,0,3
"2871","Ixtlahuacán del Río",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2872","Jalostotitlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2873","Jamay",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2874","Jesús María",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2875","Jilotlán de los Dolores",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2876","Jocotepec",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,1,1
"2877","Juanacatlán",2018,"Violación",0,0,1,0,1,0,0,0,0,0,0,0,2
"2878","Juchitlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2879","La Barca",2018,"Violación",0,0,0,0,1,1,0,0,0,0,1,0,3
"2880","La Huerta",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2881","La Manzanilla de la Paz",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2882","Lagos de Moreno",2018,"Violación",0,1,0,0,0,2,0,0,0,0,0,0,3
"2883","Magdalena",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2884","Mascota",2018,"Violación",0,0,0,0,0,0,0,0,0,1,0,0,1
"2885","Mazamitla",2018,"Violación",0,0,0,1,0,0,0,0,0,0,1,0,2
"2886","Mexticacán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2887","Mezquitic",2018,"Violación",0,0,0,0,0,1,1,0,0,0,0,0,2
"2888","Mixtlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2889","No Especificado",2018,"Violación",0,0,0,2,2,1,2,4,0,3,2,2,18
"2890","Ocotlán",2018,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"2891","Ojuelos de Jalisco",2018,"Violación",0,0,0,0,0,0,0,0,0,1,1,0,2
"2892","Pihuamo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2893","Poncitlán",2018,"Violación",0,1,0,0,1,0,0,2,0,1,0,0,5
"2894","Puerto Vallarta",2018,"Violación",2,5,4,0,3,1,1,2,2,2,1,3,26
"2895","Quitupan",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2896","San Cristóbal de la Barranca",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2897","San Diego de Alejandría",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2898","San Gabriel",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2899","San Ignacio Cerro Gordo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2900","San Juan de los Lagos",2018,"Violación",0,0,1,0,1,0,0,0,0,0,0,1,3
"2901","San Juanito de Escobedo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2902","San Julián",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2903","San Marcos",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2904","San Martín Hidalgo",2018,"Violación",0,0,0,1,2,0,0,0,0,1,0,0,4
"2905","San Martín de Bolaños",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2906","San Miguel el Alto",2018,"Violación",0,0,0,0,0,0,0,0,0,1,0,0,1
"2907","San Pedro Tlaquepaque",2018,"Violación",3,2,3,2,3,3,2,1,3,6,2,3,33
"2908","San Sebastián del Oeste",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2909","Santa María de los Ángeles",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2910","Santa María del Oro",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2911","Sayula",2018,"Violación",0,0,0,0,1,0,0,0,0,0,0,0,1
"2912","Tala",2018,"Violación",0,0,0,0,1,0,0,0,0,1,0,0,2
"2913","Talpa de Allende",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2914","Tamazula de Gordiano",2018,"Violación",0,0,1,0,0,0,0,0,0,0,0,0,1
"2915","Tapalpa",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2916","Tecalitlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2917","Techaluta de Montenegro",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2918","Tecolotlán",2018,"Violación",1,0,0,0,0,0,0,0,0,0,0,0,1
"2919","Tenamaxtlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2920","Teocaltiche",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2921","Teocuitatlán de Corona",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2922","Tepatitlán de Morelos",2018,"Violación",1,0,1,0,0,4,0,2,0,0,0,2,10
"2923","Tequila",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2924","Teuchitlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2925","Tizapán el Alto",2018,"Violación",0,0,0,0,0,0,0,0,1,0,0,0,1
"2926","Tlajomulco de Zúñiga",2018,"Violación",2,3,5,2,1,3,1,3,1,2,7,0,30
"2927","Tolimán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2928","Tomatlán",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2929","Tonalá",2018,"Violación",4,1,1,0,1,3,3,3,2,1,1,0,20
"2930","Tonaya",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2931","Tonila",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2932","Totatiche",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2933","Tototlán",2018,"Violación",0,0,0,0,1,0,0,1,0,0,0,0,2
"2934","Tuxcacuesco",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2935","Tuxcueca",2018,"Violación",0,0,0,0,0,0,1,0,0,0,0,0,1
"2936","Tuxpan",2018,"Violación",1,0,0,0,0,0,1,0,0,0,0,0,2
"2937","Unión de San Antonio",2018,"Violación",1,0,0,0,0,0,0,0,0,0,0,0,1
"2938","Unión de Tula",2018,"Violación",0,1,0,0,0,0,0,0,0,0,0,0,1
"2939","Valle de Guadalupe",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2940","Valle de Juárez",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2941","Villa Corona",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2942","Villa Guerrero",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2943","Villa Hidalgo",2018,"Violación",0,0,0,0,0,1,0,0,0,0,0,0,1
"2944","Villa Purificación",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2945","Yahualica de González Gallo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2946","Zacoalco de Torres",2018,"Violación",0,0,0,0,0,0,0,2,0,0,0,0,2
"2947","Zapopan",2018,"Violación",6,9,8,7,4,8,7,6,1,7,5,5,73
"2948","Zapotiltic",2018,"Violación",0,0,0,0,1,0,0,0,0,0,0,0,1
"2949","Zapotitlán de Vadillo",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2950","Zapotlanejo",2018,"Violación",0,1,0,1,0,0,0,0,0,0,0,0,2
"2951","Zapotlán del Rey",2018,"Violación",0,0,0,0,0,0,0,0,0,0,0,0,0
"2952","Zapotlán el Grande",2018,"Violación",0,0,2,0,0,0,1,1,0,0,0,1,5
"2953","Acatic",2018,"Violencia familiar",2,1,0,1,2,0,0,2,1,1,2,4,16
"2954","Acatlán de Juárez",2018,"Violencia familiar",2,0,5,4,15,3,4,1,1,3,2,2,42
"2955","Ahualulco de Mercado",2018,"Violencia familiar",0,1,2,0,0,1,1,0,1,1,2,3,12
"2956","Amacueca",2018,"Violencia familiar",0,0,0,0,0,0,0,1,0,0,0,0,1
"2957","Amatitán",2018,"Violencia familiar",0,1,0,0,1,0,1,0,0,2,0,1,6
"2958","Ameca",2018,"Violencia familiar",9,14,9,7,13,11,17,9,6,12,4,7,118
"2959","Arandas",2018,"Violencia familiar",3,3,3,2,5,4,4,7,2,4,6,3,46
"2960","Atemajac de Brizuela",2018,"Violencia familiar",0,0,1,0,0,1,0,0,0,0,0,0,2
"2961","Atengo",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"2962","Atenguillo",2018,"Violencia familiar",1,1,0,1,0,1,0,0,0,2,0,0,6
"2963","Atotonilco el Alto",2018,"Violencia familiar",0,6,4,0,0,2,2,2,1,1,2,2,22
"2964","Atoyac",2018,"Violencia familiar",1,0,0,0,0,0,0,2,0,0,0,0,3
"2965","Autlán de Navarro",2018,"Violencia familiar",5,10,13,11,13,13,16,14,12,17,14,13,151
"2966","Ayotlán",2018,"Violencia familiar",1,1,1,1,0,0,0,5,0,1,1,0,11
"2967","Ayutla",2018,"Violencia familiar",1,0,2,1,0,0,0,1,1,2,0,2,10
"2968","Bolaños",2018,"Violencia familiar",0,0,2,1,0,1,0,0,1,0,0,0,5
"2969","Cabo Corrientes",2018,"Violencia familiar",0,1,1,0,0,2,1,2,1,0,0,0,8
"2970","Casimiro Castillo",2018,"Violencia familiar",0,1,1,1,1,0,1,0,0,0,0,0,5
"2971","Cañadas de Obregón",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,1,0,1
"2972","Chapala",2018,"Violencia familiar",3,3,3,4,8,4,9,4,3,4,3,1,49
"2973","Chimaltitán",2018,"Violencia familiar",0,0,0,1,0,0,0,0,0,0,0,0,1
"2974","Chiquilistlán",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2975","Cihuatlán",2018,"Violencia familiar",4,4,1,0,2,1,1,3,2,1,2,1,22
"2976","Cocula",2018,"Violencia familiar",2,3,2,3,1,0,1,6,0,3,3,0,24
"2977","Colotlán",2018,"Violencia familiar",2,0,0,2,0,3,4,0,0,3,1,2,17
"2978","Concepción de Buenos Aires",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2979","Cuautitlán de García Barragán",2018,"Violencia familiar",2,0,0,0,0,3,1,0,0,1,0,0,7
"2980","Cuautla",2018,"Violencia familiar",0,0,0,0,0,0,1,0,0,0,0,0,1
"2981","Cuquío",2018,"Violencia familiar",0,1,0,1,0,0,1,3,0,0,0,0,6
"2982","Degollado",2018,"Violencia familiar",0,0,0,0,1,2,0,0,0,0,0,0,3
"2983","Ejutla",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"2984","El Arenal",2018,"Violencia familiar",3,1,1,1,2,0,2,1,0,0,2,1,14
"2985","El Grullo",2018,"Violencia familiar",0,0,2,1,2,4,0,2,1,1,2,5,20
"2986","El Limón",2018,"Violencia familiar",0,0,0,0,0,0,0,2,0,0,0,0,2
"2987","El Salto",2018,"Violencia familiar",42,18,23,31,30,24,29,21,47,25,20,19,329
"2988","Encarnación de Díaz",2018,"Violencia familiar",0,3,0,2,1,1,1,1,1,1,1,1,13
"2989","Etzatlán",2018,"Violencia familiar",0,1,2,2,0,0,0,0,0,1,1,1,8
"2990","Guachinango",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,1,0,0,1
"2991","Guadalajara",2018,"Violencia familiar",179,194,227,222,197,191,150,147,136,94,95,96,1928
"2992","Gómez Farías",2018,"Violencia familiar",1,0,0,1,0,1,1,1,0,1,1,0,7
"2993","Hostotipaquillo",2018,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"2994","Huejuquilla el Alto",2018,"Violencia familiar",0,0,0,0,0,0,0,1,1,0,0,0,2
"2995","Huejúcar",2018,"Violencia familiar",0,0,2,0,0,0,0,1,0,0,0,0,3
"2996","Ixtlahuacán de los Membrillos",2018,"Violencia familiar",4,2,10,6,10,2,5,1,4,0,1,1,46
"2997","Ixtlahuacán del Río",2018,"Violencia familiar",1,0,0,1,0,0,2,2,2,3,1,0,12
"2998","Jalostotitlán",2018,"Violencia familiar",0,0,2,0,3,1,2,0,4,5,0,0,17
"2999","Jamay",2018,"Violencia familiar",0,0,0,0,0,0,0,1,2,1,0,1,5
"3000","Jesús María",2018,"Violencia familiar",0,1,0,0,0,0,0,2,2,1,1,1,8
"3001","Jilotlán de los Dolores",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3002","Jocotepec",2018,"Violencia familiar",3,3,6,3,2,0,0,0,1,0,0,2,20
"3003","Juanacatlán",2018,"Violencia familiar",4,4,4,3,2,2,3,3,4,3,0,1,33
"3004","Juchitlán",2018,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"3005","La Barca",2018,"Violencia familiar",2,2,5,5,4,2,0,4,1,0,2,1,28
"3006","La Huerta",2018,"Violencia familiar",1,1,0,2,0,2,0,1,1,1,1,0,10
"3007","La Manzanilla de la Paz",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3008","Lagos de Moreno",2018,"Violencia familiar",4,10,10,9,15,5,10,6,9,15,11,6,110
"3009","Magdalena",2018,"Violencia familiar",1,0,0,1,0,1,0,0,0,1,1,2,7
"3010","Mascota",2018,"Violencia familiar",0,0,0,0,0,0,1,0,0,0,1,0,2
"3011","Mazamitla",2018,"Violencia familiar",2,0,0,0,3,0,0,0,0,2,0,0,7
"3012","Mexticacán",2018,"Violencia familiar",0,0,0,0,1,0,0,0,0,0,0,0,1
"3013","Mezquitic",2018,"Violencia familiar",0,0,0,1,0,1,0,0,1,1,0,0,4
"3014","Mixtlán",2018,"Violencia familiar",0,1,0,0,0,0,0,0,2,1,0,1,5
"3015","No Especificado",2018,"Violencia familiar",11,1,13,8,9,7,12,10,5,8,7,10,101
"3016","Ocotlán",2018,"Violencia familiar",1,3,2,2,2,12,8,8,7,5,8,8,66
"3017","Ojuelos de Jalisco",2018,"Violencia familiar",0,0,0,1,2,0,1,1,0,0,1,0,6
"3018","Pihuamo",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3019","Poncitlán",2018,"Violencia familiar",4,3,0,0,1,3,1,4,1,6,0,2,25
"3020","Puerto Vallarta",2018,"Violencia familiar",33,40,27,47,62,48,70,46,62,59,49,58,601
"3021","Quitupan",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3022","San Cristóbal de la Barranca",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3023","San Diego de Alejandría",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3024","San Gabriel",2018,"Violencia familiar",0,0,0,0,0,0,1,0,1,0,0,0,2
"3025","San Ignacio Cerro Gordo",2018,"Violencia familiar",1,0,0,0,0,0,0,1,1,1,1,0,5
"3026","San Juan de los Lagos",2018,"Violencia familiar",1,2,3,1,2,1,5,4,1,3,0,2,25
"3027","San Juanito de Escobedo",2018,"Violencia familiar",0,0,0,1,1,0,0,0,0,0,0,0,2
"3028","San Julián",2018,"Violencia familiar",1,0,1,0,0,0,0,0,0,0,0,0,2
"3029","San Marcos",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,1,1
"3030","San Martín Hidalgo",2018,"Violencia familiar",5,2,4,2,2,0,5,3,0,1,1,1,26
"3031","San Martín de Bolaños",2018,"Violencia familiar",0,1,0,0,0,0,0,1,0,1,0,0,3
"3032","San Miguel el Alto",2018,"Violencia familiar",0,0,1,1,0,3,4,0,0,0,1,2,12
"3033","San Pedro Tlaquepaque",2018,"Violencia familiar",86,56,81,87,99,78,64,56,44,56,38,42,787
"3034","San Sebastián del Oeste",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3035","Santa María de los Ángeles",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3036","Santa María del Oro",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3037","Sayula",2018,"Violencia familiar",2,2,4,0,1,3,1,1,1,1,0,1,17
"3038","Tala",2018,"Violencia familiar",2,2,4,4,9,7,6,6,6,8,3,0,57
"3039","Talpa de Allende",2018,"Violencia familiar",1,0,0,2,2,1,1,1,0,2,1,0,11
"3040","Tamazula de Gordiano",2018,"Violencia familiar",1,1,0,0,3,2,1,0,1,0,0,1,10
"3041","Tapalpa",2018,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,1,0,2
"3042","Tecalitlán",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3043","Techaluta de Montenegro",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3044","Tecolotlán",2018,"Violencia familiar",1,0,0,0,0,0,2,2,2,0,0,2,9
"3045","Tenamaxtlán",2018,"Violencia familiar",0,0,0,0,1,0,0,0,0,0,0,1,2
"3046","Teocaltiche",2018,"Violencia familiar",0,0,0,1,0,0,0,1,0,1,1,0,4
"3047","Teocuitatlán de Corona",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,1,0,1
"3048","Tepatitlán de Morelos",2018,"Violencia familiar",11,9,11,9,14,8,11,11,7,6,4,10,111
"3049","Tequila",2018,"Violencia familiar",2,5,0,5,3,1,3,0,2,3,2,3,29
"3050","Teuchitlán",2018,"Violencia familiar",0,1,0,0,0,1,0,0,0,1,2,1,6
"3051","Tizapán el Alto",2018,"Violencia familiar",0,1,0,0,3,3,2,2,1,1,3,2,18
"3052","Tlajomulco de Zúñiga",2018,"Violencia familiar",82,83,109,126,93,117,95,76,65,83,55,43,1027
"3053","Tolimán",2018,"Violencia familiar",0,0,0,0,2,1,0,0,0,0,0,0,3
"3054","Tomatlán",2018,"Violencia familiar",3,2,1,1,3,2,1,2,2,3,3,0,23
"3055","Tonalá",2018,"Violencia familiar",63,52,69,81,88,69,76,51,44,45,47,33,718
"3056","Tonaya",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3057","Tonila",2018,"Violencia familiar",0,0,0,0,0,0,0,0,1,0,0,0,1
"3058","Totatiche",2018,"Violencia familiar",0,0,0,0,0,0,0,1,0,1,0,0,2
"3059","Tototlán",2018,"Violencia familiar",0,0,0,0,0,0,2,0,1,0,0,1,4
"3060","Tuxcacuesco",2018,"Violencia familiar",0,0,0,0,0,0,1,0,0,2,0,0,3
"3061","Tuxcueca",2018,"Violencia familiar",0,1,1,1,0,0,0,1,2,1,0,0,7
"3062","Tuxpan",2018,"Violencia familiar",0,0,3,3,0,1,1,2,2,4,1,0,17
"3063","Unión de San Antonio",2018,"Violencia familiar",0,1,0,0,0,0,1,1,0,0,2,0,5
"3064","Unión de Tula",2018,"Violencia familiar",0,2,1,1,1,0,1,1,0,0,0,1,8
"3065","Valle de Guadalupe",2018,"Violencia familiar",1,0,1,0,0,1,1,0,2,0,0,0,6
"3066","Valle de Juárez",2018,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"3067","Villa Corona",2018,"Violencia familiar",3,0,0,0,1,2,0,1,0,1,1,1,10
"3068","Villa Guerrero",2018,"Violencia familiar",0,0,0,0,0,1,0,1,1,0,0,0,3
"3069","Villa Hidalgo",2018,"Violencia familiar",0,1,0,1,0,0,0,0,0,0,0,1,3
"3070","Villa Purificación",2018,"Violencia familiar",2,0,1,0,0,0,0,0,1,0,0,0,4
"3071","Yahualica de González Gallo",2018,"Violencia familiar",0,2,2,1,1,1,3,1,0,2,0,1,14
"3072","Zacoalco de Torres",2018,"Violencia familiar",2,3,2,5,2,2,0,1,1,2,4,0,24
"3073","Zapopan",2018,"Violencia familiar",165,124,136,146,142,167,163,120,114,138,100,95,1610
"3074","Zapotiltic",2018,"Violencia familiar",2,7,7,6,1,1,3,1,1,2,2,1,34
"3075","Zapotitlán de Vadillo",2018,"Violencia familiar",0,0,0,0,2,0,0,0,0,0,0,0,2
"3076","Zapotlanejo",2018,"Violencia familiar",5,2,8,2,6,4,0,1,2,3,4,3,40
"3077","Zapotlán del Rey",2018,"Violencia familiar",0,1,0,0,2,2,0,1,1,2,0,0,9
"3078","Zapotlán el Grande",2018,"Violencia familiar",2,7,9,6,10,10,9,10,12,14,2,1,92
"3079","Acatic",2019,"Abuso sexual",0,0,1,2,0,1,1,2,1,1,0,0,9
"3080","Acatlán de Juárez",2019,"Abuso sexual",1,0,0,0,0,1,0,0,0,0,0,0,2
"3081","Ahualulco de Mercado",2019,"Abuso sexual",0,0,0,0,0,1,0,1,0,1,1,0,4
"3082","Amacueca",2019,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"3083","Amatitán",2019,"Abuso sexual",1,0,1,0,1,0,0,0,1,0,0,0,4
"3084","Ameca",2019,"Abuso sexual",0,2,0,1,0,0,0,2,0,1,0,1,7
"3085","Arandas",2019,"Abuso sexual",3,0,1,0,4,2,4,0,0,1,1,1,17
"3086","Atemajac de Brizuela",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"3087","Atengo",2019,"Abuso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"3088","Atenguillo",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3089","Atotonilco el Alto",2019,"Abuso sexual",1,1,2,0,1,1,1,0,1,0,0,0,8
"3090","Atoyac",2019,"Abuso sexual",0,1,0,0,0,0,0,0,1,0,0,0,2
"3091","Autlán de Navarro",2019,"Abuso sexual",2,3,0,3,1,1,2,0,1,1,2,1,17
"3092","Ayotlán",2019,"Abuso sexual",0,1,0,2,0,0,0,1,0,0,1,0,5
"3093","Ayutla",2019,"Abuso sexual",0,1,0,0,0,0,2,0,0,0,1,1,5
"3094","Bolaños",2019,"Abuso sexual",0,0,1,0,0,0,1,0,0,1,0,0,3
"3095","Cabo Corrientes",2019,"Abuso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"3096","Casimiro Castillo",2019,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"3097","Cañadas de Obregón",2019,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"3098","Chapala",2019,"Abuso sexual",1,1,0,1,2,0,1,5,0,0,1,4,16
"3099","Chimaltitán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3100","Chiquilistlán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3101","Cihuatlán",2019,"Abuso sexual",0,0,1,2,4,1,2,1,1,2,0,1,15
"3102","Cocula",2019,"Abuso sexual",0,1,0,1,1,1,2,1,0,2,1,1,11
"3103","Colotlán",2019,"Abuso sexual",0,0,0,0,0,1,1,2,0,2,0,1,7
"3104","Concepción de Buenos Aires",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3105","Cuautitlán de García Barragán",2019,"Abuso sexual",0,1,0,0,0,0,0,0,0,1,0,0,2
"3106","Cuautla",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3107","Cuquío",2019,"Abuso sexual",0,0,0,0,1,0,1,0,0,0,0,0,2
"3108","Degollado",2019,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,1,0,2
"3109","Ejutla",2019,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"3110","El Arenal",2019,"Abuso sexual",1,0,0,0,1,0,0,0,0,0,0,1,3
"3111","El Grullo",2019,"Abuso sexual",1,2,3,0,0,1,1,0,1,3,1,0,13
"3112","El Limón",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3113","El Salto",2019,"Abuso sexual",4,1,8,2,3,3,5,9,9,5,5,3,57
"3114","Encarnación de Díaz",2019,"Abuso sexual",0,0,1,3,0,1,0,0,2,1,0,1,9
"3115","Etzatlán",2019,"Abuso sexual",1,0,0,0,0,0,0,1,0,0,0,0,2
"3116","Guachinango",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3117","Guadalajara",2019,"Abuso sexual",49,32,35,33,49,32,30,36,34,31,21,38,420
"3118","Gómez Farías",2019,"Abuso sexual",0,0,0,0,1,0,0,0,1,0,1,1,4
"3119","Hostotipaquillo",2019,"Abuso sexual",0,2,1,0,0,0,0,0,0,4,0,0,7
"3120","Huejuquilla el Alto",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,1,2
"3121","Huejúcar",2019,"Abuso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"3122","Ixtlahuacán de los Membrillos",2019,"Abuso sexual",1,2,3,4,0,1,2,3,3,0,5,1,25
"3123","Ixtlahuacán del Río",2019,"Abuso sexual",0,2,3,0,1,0,0,0,0,1,0,0,7
"3124","Jalostotitlán",2019,"Abuso sexual",0,1,0,0,0,1,1,0,0,0,0,0,3
"3125","Jamay",2019,"Abuso sexual",0,0,2,1,0,0,0,0,1,0,1,0,5
"3126","Jesús María",2019,"Abuso sexual",0,0,0,0,0,0,0,2,0,1,0,0,3
"3127","Jilotlán de los Dolores",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3128","Jocotepec",2019,"Abuso sexual",1,0,0,0,0,4,1,3,1,0,0,1,11
"3129","Juanacatlán",2019,"Abuso sexual",0,1,1,2,0,1,1,1,1,0,1,0,9
"3130","Juchitlán",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"3131","La Barca",2019,"Abuso sexual",3,0,1,3,0,0,0,0,0,3,1,1,12
"3132","La Huerta",2019,"Abuso sexual",1,0,1,0,1,1,2,1,0,0,0,1,8
"3133","La Manzanilla de la Paz",2019,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"3134","Lagos de Moreno",2019,"Abuso sexual",4,1,1,3,7,4,0,0,2,1,3,1,27
"3135","Magdalena",2019,"Abuso sexual",0,0,1,0,0,0,0,0,0,0,0,1,2
"3136","Mascota",2019,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
